bugid	bug	buggy	patch	lineNo	action
182	bears_214	buggy:  context:  public  CharSequence  preferSameRackWeighting(Collection<UpstreamInfo>  upstreams,  UpstreamInfo  currentUpstream,  Options  options)  {  final  RackMethodsHelper  rackHelper  =  new  RackMethodsHelper();  final  List<String>  allRacks  =  rackHelper.generateAllRacks(upstreams);  final  BigDecimal  totalPendingLoad  =  rackHelper.getTotalPendingLoad(allRacks);  final  BigDecimal  capacity  =  rackHelper.calculateCapacity(allRacks);  return  preferSameRackWeightingOperation(upstreams,  currentUpstream,  allRacks,  capacity,  totalPendingLoad,  null);  }  	if  (allRacks.size()  ==  0)  {  return   " ";  }  	48	add
186	bears_61	buggy:  context:  public  <T>  CtTypeReference<T>  createCtTypeReference(Class<?>  originalClass)  {  if  (originalClass  ==  null)  {  return  null;  }  CtTypeReference<T>  typeReference  =  factory.Core().<T>createTypeReference();  typeReference.setSimpleName(originalClass.getSimpleName());  if  (originalClass.isPrimitive())  {  return  typeReference;  }  return  typeReference.setPackage(createCtPackageReference(originalClass.getPackage()));  }  	if  (originalClass.getDeclaringClass()  !=  null)  {  return  typeReference.setDeclaringType(createCtTypeReference(originalClass.getDeclaringClass()));  }  	576	add
66	bears_234	buggy:  context:  public  void  transfer(int  debitAccountId,  int  creditAccountId,  String  amount)  {  Optional<Account>  debitedAccountWrapper  =  accountRepository.findById(debitAccountId);  Optional<Account>  creditedAccountWrapper  =  accountRepository.findById(creditAccountId);  Account  debitedAccount  =  debitedAccountWrapper.orElseThrow(NoSuchElementException::new);  Account  creditedAccount  =  creditedAccountWrapper.orElseThrow(NoSuchElementException::new);  BigDecimal  debitedAccountBalance  =  calculateDebitedBalance(debitedAccount,  amount);  BigDecimal  creditedAccountBalance  =  calculateCreditedBalance(creditedAccount,  amount);  debitedAccount.setBalance(debitedAccountBalance);  creditedAccount.setBalance(creditedAccountBalance);  	if  (debitedAccount.isDisabled()  ||  creditedAccount.isDisabled()){  throw  new  IllegalStateException( "Account  disabled ");  }    	44	add
150	bears_7	buggy:  }  else  {  if  (ctxt.isEnabled(DeserializationFeature.FAIL_ON_NUMBERS_FOR_ENUMS))  {  return  ctxt.handleWeirdNumberValue(_enumClass(),  index,   "not  allowed  to  deserialize  Enum  value  out  of  number:  disable  DeserializationConfig.DeserializationFeature.FAIL_ON_NUMBERS_FOR_ENUMS  to  allow "  );  }  context:  private  final  Object  _deserializeAltString(JsonParser  p,  DeserializationContext  ctxt,  CompactStringObjectMap  lookup,  String  name)  throws  IOException  {  name  =  name.trim();  if  (name.length()  ==  0)  {  if  (ctxt.isEnabled(DeserializationFeature.ACCEPT_EMPTY_STRING_AS_NULL_OBJECT))  {  return  null;  }      }  else  {      //  [databind#149]:  Allow  use  of  'String'  indexes  as  well  char  c  =  name.charAt(0);  if  (c  >=  '0'  &&  c  <=  '9')  {  try  {  int  index  =  Integer.parseInt(name);          if  (ctxt.isEnabled(DeserializationFeature.FAIL_ON_NUMBERS_FOR_ENUMS))  {          return  ctxt.handleWeirdNumberValue(_enumClass(),  index,  	}  else  if  (!ctxt.isEnabled(DeserializationFeature.FAIL_ON_NUMBERS_FOR_ENUMS))  {  	170	replace-6
238	bears_77	buggy:  context:  BLOCK  }  String  getContent();  	String  LINE_SEPARATOR  =   "\n ";    	59	add
27	bears_98	buggy:  if  (parser.hasNext(4))  {  context:  position.set(Position.KEY_SATELLITES,  parser.next());  position.setLatitude(parser.nextCoordinate(Parser.CoordinateFormat.HEM_DEG));  position.setLongitude(parser.nextCoordinate(Parser.CoordinateFormat.HEM_DEG));  position.setSpeed(UnitsConverter.knotsFromKph(parser.nextDouble()));  position.setCourse(parser.nextDouble());  position.setAltitude(parser.nextDouble());  position.set(Position.KEY_HDOP,  parser.next());      if  (parser.hasNext(4))  {  position.setNetwork(new  Network(CellTower.from(  parser.nextInt(),  parser.nextInt(),  parser.nextInt(16),  parser.nextInt(16),  parser.nextInt())));  }  if  (parser.hasNext())  {  position.set(Position.KEY_ODOMETER,  parser.nextInt());  }  position.set(Position.KEY_POWER,  parser.next());  position.set(Position.KEY_BATTERY,  parser.next());  	if  (parser.hasNext(5))  {  	159	replace-1
8	bears_127	buggy:  decodeStatus(position,  buf.readUnsignedShort());  context:  position.set(Position.KEY_ALARM,  decodeAlarm(buf.readUnsignedByte()));  }  else  if  (type  ==  MSG_STATE)  {  int  statusType  =  buf.readUnsignedByte();  position.set(Position.KEY_EVENT,  statusType);  if  (statusType  ==  0x01  ||  statusType  ==  0x02  ||  statusType  ==  0x03)  {  buf.readUnsignedInt();  //  device  time      decodeStatus(position,  buf.readUnsignedShort());  }  }  return  position;  }  	if  (buf.readableBytes()  >=  2)  {  decodeStatus(position,  buf.readUnsignedShort());  }  	163	replace-1
118	bears_166	buggy:  context:  private  boolean  isReady  =  false;  private  Phase  phase  =  Phase.Pending;  private  List<String>  messages  =  new  ArrayList<>();  public  Status(boolean  isReady)  {  this.isReady  =  isReady;  }  public  Status(io.enmasse.address.model.Status  other)  {  this.isReady  =  other.isReady();  this.messages.addAll(other.getMessages());  }  public  boolean  isReady()  {  return  isReady;  }  public  Phase  getPhase()  {  return  phase;  	this.phase  =  other.getPhase();  	24	add
46	bears_189	buggy:  context:  private  SteeringSystem  steeringSystem;  private  SteeringWheel  steeringWheel;  private  final  List<UltrasonicSensor>  ultrasonicSensors  =  new  ArrayList<>();  public  AutomatedCar(int  x,  int  y,  String  imageFileName)  {  super(x,  y,  imageFileName);  final  int  carTestX  =  200;  	Detector  d  =  Detector.getDetector();  d.setWorldObjects(w.getWorldObjects());  	36	add
34	bears_131	buggy:  int  index  =  Integer.valueOf(temp.substring(0,  2),  16);  double  value  =  Short.valueOf(temp.substring(2),  16);  double  value  =  Byte.valueOf(temp.substring(2,  4),  16);  value  +=  (value  <  0  ?  -0.01  :  0.01)  *  Integer.valueOf(temp.substring(4),  16);  context:  int  protocol  =  parser.nextInt(0);  if  (parser.hasNext())  {  String  fuel  =  parser.next();  position.set(Position.KEY_FUEL_LEVEL,  Integer.parseInt(fuel.substring(0,  2),  16)  +  Integer.parseInt(fuel.substring(2),  16)  *  0.01);  }  if  (parser.hasNext())  {  for  (String  temp  :  parser.next().split( "\\| "))  {      int  index  =  Integer.valueOf(temp.substring(0,  2),  16);  if  (protocol  >=  3)  {          double  value  =  Short.valueOf(temp.substring(2),  16);  position.set(Position.PREFIX_TEMP  +  index,  value  *  0.01);  }  else  {          double  value  =  Byte.valueOf(temp.substring(2,  4),  16);          value  +=  (value  <  0  ?  -0.01  :  0.01)  *  Integer.valueOf(temp.substring(4),  16);  	int  index  =  Integer.parseInt(temp.substring(0,  2),  16);  double  value  =  (short)  Integer.parseInt(temp.substring(2),  16);  double  value  =  Byte.parseByte(temp.substring(2,  4),  16);  value  +=  (value  <  0  ?  -0.01  :  0.01)  *  Integer.parseInt(temp.substring(4),  16);  	222	replace-4
45	bears_130	buggy:  .number( "(x+), ")          //  power  context:  .number( "(d+), ")          //  runtime  .number( "(d+)| ")          //  mcc  .number( "(d+)| ")          //  mnc  .number( "(x+)| ")          //  lac  .number( "(x+), ")          //  cid  .number( "(x+), ")          //  state  .number( "(x+)?| ")        //  adc1  .number( "(x+)?| ")        //  adc2  .number( "(x+)?| ")        //  adc3  .number( "(x+)| ")          //  battery      .number( "(x+), ")          //  power  .groupBegin()  .expression( "([^,]+)?, ")      //  event  specific  .expression( "[^,]*, ")        //  reserved  .number( "d*, ")        //  protocol  .number( "(x{4})? ")        //  fuel  .number( "(?:,(x{6}(?:|x{6})*))? ")    //  temperature  .or()  .any()  	.number( "(x+)?, ")                                        //  power  	72	replace-1
47	bears_188	buggy:  paintComponent(getGraphics());  context:  public  void  updateDisplayedValues(ReadOnlyInputPacket  inputPacket)  {  gasProgressBar.setValue(inputPacket.getGasPedalPosition());  breakProgressBar.setValue(inputPacket.getBreakPedalPosition());  speedAngle  =  calculateSpeedometer(0);  rpmAngle  =  calculateTachometer(0);      paintComponent(getGraphics());  }  private  void  initializeDashboard()  {  setLayout(null);  	repaint();  	59	replace-1
242	bears_76	buggy:  if  (getTemplateParameterType(ref.getFactory()).isSubtypeOf(ref.getType()))  {  context:  return  true;  }  if  (ref.getType()  instanceof  CtTypeParameterReference)  {  return  false;  }  if  (ref.getSimpleName().equals( "this "))  {  return  false;  }  if  (getTemplateParameterType(ref.getFactory()).isSubtypeOf(ref.getType()))  {  //the  type  of  template  field  is  or  extends  from  class  TemplateParameter.  return  true;  }  return  false;  }  	if  (TemplateParameter.class.getName().equals(ref.getType().getQualifiedName()))  {  	271	replace-1
29	bears_99	buggy:  context:  result  =  result  *  10  +  BcdUtil.readInteger(buf,  length)  *  0.0001;  result  /=  60;  result  +=  degrees;  return  result;  }  private  void  processStatus(Position  position,  long  status)  {  if  (!BitUtil.check(status,  0)  ||  !BitUtil.check(status,  1)  ||  !BitUtil.check(status,  2))  {  if  (!BitUtil.check(status,  0))  {  	}  else  if  (marker  ==  'X')  {    if  (buf.readableBytes()  >=  MESSAGE_SHORT)  {  return  buf.readBytes(MESSAGE_SHORT);  }    	69	add
149	bears_6	buggy:  context:  package  com.fasterxml.jackson.databind.introspect;  		-2	add
160	bears_21	buggy:  if  (property  !=  null)  {  JsonFormat.Value  format  =  findFormatOverrides(serializers,  property,  handledType());  if  (format  !=  null)  {  JsonFormat.Shape  shape  =  format.getShape();  if  (shape.isNumeric())  {  return  withFormat(Boolean.TRUE,  null);  }  if  ((shape  ==  JsonFormat.Shape.STRING)  ||  format.hasPattern()  ||  format.hasLocale()  ||  format.hasTimeZone())  {  TimeZone  tz  =  format.getTimeZone();  final  String  pattern  =  format.hasPattern()  ?  format.getPattern()  :  StdDateFormat.DATE_FORMAT_STR_ISO8601;  final  Locale  loc  =  format.hasLocale()  ?  format.getLocale()  :  serializers.getLocale();  SimpleDateFormat  df  =  new  SimpleDateFormat(pattern,  loc);  if  (tz  ==  null)  {  tz  =  serializers.getTimeZone();  }  df.setTimeZone(tz);  return  withFormat(Boolean.FALSE,  df);  }  return  this;  context:  _useTimestamp  =  useTimestamp;  _customFormat  =  customFormat;  }  public  abstract  DateTimeSerializerBase<T>  withFormat(Boolean  timestamp,  DateFormat  customFormat);  public  JsonSerializer<?>  createContextual(SerializerProvider  serializers,  BeanProperty  property)  throws  JsonMappingException  {      if  (property  !=  null)  {      JsonFormat.Value  format  =  findFormatOverrides(serializers,  property,  handledType());      if  (format  !=  null)  {      //  Simple  case  first:  serialize  as  numeric  timestamp?      JsonFormat.Shape  shape  =  format.getShape();      if  (shape.isNumeric())  {          return  withFormat(Boolean.TRUE,  null);      }      if  ((shape  ==  JsonFormat.Shape.STRING)  ||  format.hasPattern()              ||  format.hasLocale()  ||  format.hasTimeZone())  {  	if  (property  ==  null)  {  return  this;  }  JsonFormat.Value  format  =  findFormatOverrides(serializers,  property,  handledType());  if  (format  ==  null)  {  return  this;  }  JsonFormat.Shape  shape  =  format.getShape();  if  (shape.isNumeric())  {  return  withFormat(Boolean.TRUE,  null);  }    if  (format.hasPattern())  {  final  Locale  loc  =  format.hasLocale()  ?  format.getLocale()  :  serializers.getLocale();  SimpleDateFormat  df  =  new  SimpleDateFormat(format.getPattern(),  loc);  TimeZone  tz  =  format.hasTimeZone()  ?  format.getTimeZone()  :  serializers.getTimeZone();  df.setTimeZone(tz);  return  withFormat(Boolean.FALSE,  df);  }    final  boolean  hasLocale  =  format.hasLocale();  final  boolean  hasTZ  =  format.hasTimeZone();  final  boolean  asString  =  (shape  ==  JsonFormat.Shape.STRING);    if  (!hasLocale  &&  !hasTZ  &&  !asString)  {  return  this;  }    DateFormat  df0  =  serializers.getConfig().getDateFormat();  if  (df0  instanceof  StdDateFormat)  {  StdDateFormat  std  =  (StdDateFormat)  df0;  if  (format.hasLocale())  {  std  =  std.withLocale(format.getLocale());  }  if  (format.hasTimeZone())  {  std  =  std.withTimeZone(format.getTimeZone());  return  withFormat(Boolean.FALSE,  std);  }    if  (!(df0  instanceof  SimpleDateFormat))  {  serializers.reportMappingProblem(   "Configured  `DateFormat`  (%s)  not  a  `SimpleDateFormat`;  can  not  configure  `Locale`  or  `TimeZone` ",  df0.getClass().getName());  }  SimpleDateFormat  df  =  (SimpleDateFormat)  df0;  if  (hasLocale)  {  df  =  new  SimpleDateFormat(df.toPattern(),  format.getLocale());  }  else  {  df  =  (SimpleDateFormat)  df.clone();  }  TimeZone  newTz  =  format.getTimeZone();  boolean  changeTZ  =  (newTz  !=  null)  &&  !newTz.equals(df.getTimeZone());  if  (changeTZ)  {  df.setTimeZone(newTz);  return  withFormat(Boolean.FALSE,  df);  	52	replace-24
65	bears_235	buggy:  context:  accountRepository.save(account);  }  public  void  disable(int  accountId)  {  Optional<Account>  wrappedAccount  =  accountRepository.findById(accountId);  Account  account  =  wrappedAccount.orElseThrow(NoSuchElementException::new);  account.setDisabled(true);  accountRepository.save(account);  }  	if  (hasAnyChildrenAccountEnabled(account)){  throw  new  IllegalStateException( "Children  accounts  enabled ");  }    private  boolean  hasAnyChildrenAccountEnabled(Account  account){  return  account.getChildren().stream()  .filter(a  ->  !a.isDisabled())  .findAny()  .isPresent();  }  	108	add
227	bears_37	buggy:  context:  if  (rtMethod  ==  null  ||  getClass()  !=  rtMethod.getClass())  {  return  false;  }  if  (name  !=  null  ?  !name.equals(rtMethod.name)  :  rtMethod.name  !=  null)  {  return  false;  }  return  Arrays.equals(parameterTypes,  rtMethod.parameterTypes);  }  }  	ctMethod.setDefaultMethod(method.isDefault());  	162	add
184	bears_184	buggy:  .filter(it  ->  it.getJavaType().equals(entity))  //  context:  public  boolean  isSingleIdAttribute(Class<?>  entity,  String  name,  Class<?>  attributeType)  {  return  metamodel.getEntities().stream()  //  .filter(it  ->  it.getJavaType().equals(entity))  //  .findFirst()  //  .flatMap(it  ->  getSingularIdAttribute(it))  //  .filter(it  ->  it.getJavaType().equals(attributeType))  //  .map(it  ->  it.getName().equals(name))  //  .orElse(false);  }  	.filter(it  ->  entity.equals(it.getJavaType()))  //  	79	replace-1
195	bears_56	buggy:  if  (targetType.getSimpleName().equals(ref.getSimpleName())  &&  !targetType.equals(ref))  {  context:  return  result;  }  protected  boolean  isTypeInCollision(CtReference  ref,  boolean  fqnMode)  {  if  (targetType.getSimpleName().equals(ref.getSimpleName())  &&  !targetType.equals(ref))  {  return  true;  }  try  {  CtElement  parent;  if  (ref  instanceof  CtTypeReference)  {  parent  =  ref.getParent();  }  else  {  	if  (targetType  !=  null  &&  targetType.getSimpleName().equals(ref.getSimpleName())  &&  !targetType.equals(ref))  {  	566	replace-1
125	bears_151	buggy:  if  (value  instanceof  String)  {  subProperties.put(subName,  String.valueOf(value));  }  context:  Map<String,  String>  subProperties  =  new  LinkedHashMap<String,  String>();  String  normalizedPrefix  =  prefix.endsWith( ". ")  ?  prefix  :  prefix  +   ". ";  for  (PropertySource<?>  source  :  propertySources)  {  if  (source  instanceof  EnumerablePropertySource)  {  for  (String  name  :  ((EnumerablePropertySource<?>)  source).getPropertyNames())  {  if  (name.startsWith(normalizedPrefix))  {  String  subName  =  name.substring(normalizedPrefix.length());  Object  value  =  source.getProperty(name);          if  (value  instanceof  String)  {          subProperties.put(subName,  String.valueOf(value));          }  }  }  }  }  return  subProperties;  	subProperties.put(subName,  String.valueOf(value));  	55	replace-3
101	bears_95	buggy:  return  entity.getType().getClassLoader()  !=  null  &&  !entity.getType().getPackage().getName().startsWith( "java ");  context:  try  {  return  ReflectionUtils.findMethod(entity.getType().getClassLoader().getClass(),   "defineClass ",  String.class,  byte[].class,  Integer.TYPE,  Integer.TYPE,  ProtectionDomain.class)  !=  null;  }  catch  (Exception  e)  {  return  false;  }  }  private  static  boolean  isTypeInjectable(PersistentEntity<?,  ?>  entity)  {  return  entity.getType().getClassLoader()  !=  null  &&  !entity.getType().getPackage().getName().startsWith( "java ");  }  private  boolean  hasUniquePropertyHashCodes(PersistentEntity<?,  ?>  entity)  {  Set<Integer>  hashCodes  =  new  HashSet<>();  	  Class<?>  type  =  entity.getType();  return  type.getClassLoader()  !=  null  &&  (type.getPackage()  ==  null  ||  !type.getPackage().getName().startsWith( "java "));  	136	replace-1
13	bears_110	buggy:  .any()  context:  .number( "(d+.d+), ")      //  fuel  .number( "(-?d+), ")        //  altitude  .number( "(x+), ")          //  lac  .number( "(x+)# ")          //  cid  .or()  .number( ",(d+), ")  .number( "(d+), ")  .number( "(d+), ")  .number( "(d+)# ")  .or()      .any()  .groupEnd()  .compile();  private  static  final  Pattern  PATTERN_NBR  =  new  PatternBuilder()  .text( "* ")  .expression( ".., ")        //  manufacturer  	.expression( ",.* ")  .or()  .text( "# ")  	187	replace-1
84	bears_239	buggy:  if  (token.type  !=  TokenType.IDENTIFIER  &&  token.type  !=  TokenType.YIELD  &&  token.type  !=  TokenType.LET  &&  token.type  !=  TokenType.ASYNC)  {  context:  PropertyName  propName  =  keyOrMethod.left().fromJust();  if  (propName  instanceof  StaticPropertyName)  {  StaticPropertyName  staticPropertyName  =  (StaticPropertyName)  propName;  if  (this.eat(TokenType.ASSIGN))  {  Expression  init  =  this.isolateCoverGrammar(this::parseAssignmentExpression).left().fromJust();  this.firstExprError  =  this.createErrorWithLocation(startLocation,  ErrorMessages.ILLEGAL_PROPERTY);  AssignmentTargetPropertyIdentifier  toReturn  =  new  AssignmentTargetPropertyIdentifier(this.transformDestructuring(staticPropertyName),  Maybe.of(init));  return  Either.right(this.finishNode(startState,  toReturn));  }  if  (!this.match(TokenType.COLON))  {          if  (token.type  !=  TokenType.IDENTIFIER  &&  token.type  !=  TokenType.YIELD  &&  token.type  !=  TokenType.LET  &&  token.type  !=  TokenType.ASYNC)  {  throw  this.createUnexpected(token);  }  ShorthandProperty  toReturn  =  new  ShorthandProperty(this.finishNode(startState,  new  IdentifierExpression(staticPropertyName.value)));  return  Either.left(this.finishNode(startState,  toReturn));  }  }  }  	if  (token.type  !=  TokenType.IDENTIFIER  &&  token.type  !=  TokenType.YIELD  &&  token.type  !=  TokenType.LET  &&  token.type  !=  TokenType.ASYNC  &&  token.type  !=  TokenType.AWAIT)  {  	2181	replace-1
198	bears_67	buggy:  return  createReference(e.getParent(CtType.class).getReference(),  lambdaMethod  ==  null  ?  null  :  lambdaMethod.getType(),  executableName,  refs);  context:  :  factory.Type().OBJECT.clone();  }  String  executableName  =  e.getSimpleName();  if  (e  instanceof  CtMethod)  {  boolean  isStatic  =  ((CtMethod)  e).hasModifier(ModifierKind.STATIC);  return  createReference(((CtMethod<T>)  e).getDeclaringType().getReference(),  isStatic,  ((CtMethod<T>)  e).getType().clone(),  executableName,  refs);  }  else  if  (e  instanceof  CtLambda)  {  CtMethod<T>  lambdaMethod  =  ((CtLambda)  e).getOverriddenMethod();  return  createReference(e.getParent(CtType.class).getReference(),  lambdaMethod  ==  null  ?  null  :  lambdaMethod.getType(),  executableName,  refs);  }  else  if  (e  instanceof  CtAnonymousExecutable)  {  return  createReference(((CtAnonymousExecutable)  e).getDeclaringType().getReference(),  e.getType().clone(),  executableName);  }  return  createReference(((CtConstructor<T>)  e).getDeclaringType().getReference(),  ((CtConstructor<T>)  e).getType().clone(),  CtExecutableReference.CONSTRUCTOR_NAME,  refs);  }  	return  createReference(e.getParent(CtType.class).getReference(),  lambdaMethod  ==  null  ?  null  :  lambdaMethod.getType().clone(),  executableName,  refs);  	121	replace-1
64	bears_232	buggy:  l  =  (l  <<  8)  |  a[i];  context:  public  static  long  packLong(byte[]  a,  byte  pad)  {  return  pack(a,  pad,  8);  }  private  static  long  pack(byte[]  a,  byte  pad,  int  size)  {  long  l  =  0;  int  i  =  0;  for  (;  i  <  Math.min(a.length,  size);  i++)      l  =  (l  <<  8)  |  a[i];  for  (;  i  <  size;  i++)  l  =  (l  <<  8)  |  pad;  return  l;  }  	l  =  (l  <<  8)  |  a[i]  &  0xFF;  	93	replace-1
241	bears_71	buggy:  context:  final  SignaturePrinter  pr  =  new  SignaturePrinter();  pr.scan(this);  return  pr.getSignature();  }  public  CtExecutableReference<T>  clone()  {  return  (CtExecutableReference<T>)  super.clone();  }  }  	this.exploringParameterizedBindings.put(binding,  ref);  	476	add
10	bears_121	buggy:  if  (channel.getPipeline().get(HttpRequestDecoder.class)  !=  null  context:  if  (remoteAddress  !=  null)  {  message.append( "  ( ").append(((InetSocketAddress)  remoteAddress).getHostString()).append( ") ");  }  Log.warning(message.toString());  }  }  return  deviceId;  }  public  DeviceSession  getDeviceSession(Channel  channel,  SocketAddress  remoteAddress,  String...  uniqueIds)  {      if  (channel.getPipeline().get(HttpRequestDecoder.class)  !=  null  ||  Context.getConfig().getBoolean( "decoder.ignoreSessionCache "))  {  long  deviceId  =  findDeviceId(remoteAddress,  uniqueIds);  if  (deviceId  !=  0)  {  if  (Context.getConnectionManager()  !=  null)  {  Context.getConnectionManager().addActiveDevice(deviceId,  protocol,  channel,  remoteAddress);  }  return  new  DeviceSession(deviceId);  }  else  {  	if  (channel  !=  null  &&  channel.getPipeline().get(HttpRequestDecoder.class)  !=  null  	109	replace-1
179	bears_199	buggy:  private  synchronized  void  addArrivedRecordsInput(ProcessRecordsInput  processRecordsInput)  throws  InterruptedException  {  context:  drainQueueForRequests();  }  public  void  cancel()  {  requestedResponses.set(0);  }  });  }  private  synchronized  void  addArrivedRecordsInput(ProcessRecordsInput  processRecordsInput)  throws  InterruptedException  {  getRecordsResultQueue.put(processRecordsInput);  prefetchCounters.added(processRecordsInput);  }  private  synchronized  void  drainQueueForRequests()  {  while  (requestedResponses.get()  >  0  &&  !getRecordsResultQueue.isEmpty())  {  subscriber.onNext(getNextResult());  }  	private  void  addArrivedRecordsInput(ProcessRecordsInput  processRecordsInput)  throws  InterruptedException  {  	179	replace-1
91	bears_160	buggy:  context:  }  else  if  (tokens.canConsumeAnyOf( "INDEX ",   "KEY "))  {  tokens.consume();  //  index  name  }  else  if  (tokens.canConsume( "PARTITION "))  {  parsePartitionNames(start);  }  else  {  if(!isNextTokenQuotedIdentifier())  {  tokens.canConsume( "COLUMN ");  }  String  columnName  =  parseColumnName();  table.removeColumn(columnName);  }  }  else  if  (tokens.canConsume( "ALTER "))  {  if  (!isNextTokenQuotedIdentifier())  {  tokens.canConsume( "COLUMN ");  }  tokens.consume();  //  column  name  if  (!tokens.canConsume( "DROP ",   "DEFAULT "))  {  tokens.consume( "SET ");  parseDefaultClause(start);  	tokens.canConsume( "RESTRICT ");  	1228	add
132	bears_249	buggy:  this.dep  =  new  Clock<>(commitDepBox.dep);  context:  private  final  MessageMap  messageMap;  public  CommittedQueueBox(Dot  dot,  Clock<ExceptionSet>  dep,  Message  message,  Clock<MaxInt>  conf)  {  this.dots  =  new  Dots(dot);  this.dep  =  dep;  this.messageMap  =  new  MessageMap(dot,  message,  conf);  }  public  CommittedQueueBox(CommittedQueueBox  commitDepBox)  {  this.dots  =  new  Dots(commitDepBox.dots);      this.dep  =  new  Clock<>(commitDepBox.dep);  this.messageMap  =  new  MessageMap(commitDepBox.messageMap);  }  	if  (commitDepBox.dep  !=  null)  {  this.dep  =  new  Clock<>(commitDepBox.dep);  }  else  {  this.dep  =  null;  }  	38	replace-1
43	bears_137	buggy:  int  flagIndex  =  buf.indexOf(buf.readerIndex(),  buf.writerIndex(),  new  StringFinder( "AA "));  if  (flagIndex  !=  -1  &&  flagIndex  -  beginIndex  ==  6)  {  context:  int  beginIndex  =  buf.indexOf(buf.readerIndex(),  buf.writerIndex(),  new  StringFinder( "$$ "));  if  (beginIndex  ==  -1)  {  return  null;  }  else  if  (beginIndex  >  buf.readerIndex())  {  buf.readerIndex(beginIndex);  }  int  length;      int  flagIndex  =  buf.indexOf(buf.readerIndex(),  buf.writerIndex(),  new  StringFinder( "AA "));      if  (flagIndex  !=  -1  &&  flagIndex  -  beginIndex  ==  6)  {  length  =  Integer.parseInt(buf.toString(buf.readerIndex()  +  2,  4,  StandardCharsets.US_ASCII));  }  else  {  length  =  Integer.parseInt(buf.toString(buf.readerIndex()  +  2,  2,  StandardCharsets.US_ASCII),  16);  }  if  (length  <=  buf.readableBytes())  {  	int  separatorIndex  =  buf.indexOf(buf.readerIndex(),  buf.writerIndex(),  (byte)  '|');  if  (separatorIndex  >  0  &&  separatorIndex  -  beginIndex  >  19)  {  	45	replace-2
114	bears_84	buggy:  context:  markModified(object);  }  }  }  	protected  final  boolean  isAuditable(Object  source)  {  return  factory.getBeanWrapperFor(source)  !=  null;  }    	95	add
102	bears_92	buggy:  AnnotationDetectionFieldCallback  numberCallback  =  new  AnnotationDetectionFieldCallback(annotationType);  ReflectionUtils.doWithFields(entity.getClass(),  numberCallback);  return  numberCallback.getValue(entity);  context:  public  <T>  T  getDelegate()  {  return  (T)  entity;  }  private  static  <T>  Lazy<Optional<T>>  detectAnnotation(Object  entity,  Class<?  extends  Annotation>  annotationType)  {  return  Lazy.of(()  ->  {  AnnotationDetectionFieldCallback  numberCallback  =  new  AnnotationDetectionFieldCallback(annotationType);  ReflectionUtils.doWithFields(entity.getClass(),  numberCallback);  return  numberCallback.getValue(entity);  });  }  }  	AnnotationDetectionFieldCallback  callback  =  new  AnnotationDetectionFieldCallback(annotationType);  ReflectionUtils.doWithFields(entity.getClass(),  callback);  return  Optional.ofNullable(callback.getValue(entity));  	88	replace-3
248	bears_156	buggy:  if  (columnNames.length  ==  1  &&  columnNames[0]  ==  null)  {  context:  }  else  if  (entityPersister  instanceof  SingleTableEntityPersister)  {  tables  =  new  Table[((SingleTableEntityPersister)  entityPersister).getSubclassTableSpan()];  for  (int  i  =  0;  i  <  tables.length;  i++)  {  tables[i]  =  database.getTable(entityPersister.getSubclassTableName(i));  }  }  else  {  tables  =  new  Table[]  {  database.getTable(entityPersister.getTableName())  };  }      if  (columnNames.length  ==  1  &&  columnNames[0]  ==  null)  {  Type  propertyType  =  entityPersister.getPropertyType(attributeName);  long  length;  int  precision;  int  scale;  try  {  	boolean  isFormula  =  columnNames.length  ==  1  &&  columnNames[0]  ==  null;  boolean  isSubselect  =  tables.length  ==  1  &&  tables[0]  ==  null;    if  (isFormula  ||  isSubselect)  {  if  (propertyType  instanceof  org.hibernate.type.EntityType)  {  propertyType  =  ((org.hibernate.type.EntityType)  propertyType).getIdentifierOrUniqueKeyType(sfi);  }    	509	replace-1
85	bears_204	buggy:  context:  public  UnregisterResponseMessage(boolean  success,  String[]  messages)  {  super(ViewMessageType.UNREGISTER_RESPONSE);  this.success  =  success;  this.messages  =  messages;  }  	  @Override  public  boolean  equals(Object  o){  if  (o  ==  null  ||  !(o  instanceof  LoginResponseMessage))  {  return  false;  }  LoginResponseMessage  other  =  (LoginResponseMessage)  o;  return  success  ==  other.success  &&  nickname.equals(other.nickname);  }    	27	add
246	bears_47	buggy:  context:  ref.setSimpleName( " ");  }  else  {  ref.setSimpleName(String.valueOf(binding.sourceName()));  if  (binding.enclosingType()  !=  null)  {  ref.setDeclaringType(getTypeReference(binding.enclosingType()));  }  else  {  ref.setPackage(getPackageReference(binding.getPackage()));  }  }  }  if  (((ParameterizedTypeBinding)  binding).arguments  !=  null)  {  for  (TypeBinding  b  :  ((ParameterizedTypeBinding)  binding).arguments)  {  if  (bindingCache.containsKey(b))  {  ref.addActualTypeArgument(getCtCircularTypeReference(b));  }  else  {  ref.addActualTypeArgument(getTypeReference(b));  	if  (binding.actualType()  instanceof  MissingTypeBinding)  {  ref  =  getTypeReference(binding.actualType());  }  	644	add
