bugid	bugName	predicted	groundTruth
125	Closure_57	if (target!= null && target.isLocal()) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	"if (target!= null && target!= "" "") {"	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null && object!= null) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null && target.isDefined()) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null && target.hasText()) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null && target.length() > 0) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null && target instanceof String) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null && target == null) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null && target.isNull()) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null && target.isNode()) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null && className == null) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null && target!=null) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null && target instanceof Node) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	If (target!= null && target!= null) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null && target.hasString()) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null && target.isString()) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null && target!= this) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null && target.exists()) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null || target == null) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null ) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target.getString()!= null) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target == null) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null ) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target == null) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null ) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target.length() > 0) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (className!= null) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	If (target!= null) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (parent!= null) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target instanceof Node) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null &&	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= -1) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target instanceof String) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	If (target!= null) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null ) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if(target!= null) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (parent!= null) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target instanceof Node) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null)	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target == null) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	If (target == null) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target instanceof String) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	If (target!= null) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target!= null)	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (false) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	if (target) {	if (target!= null && target.getType() == Token.STRING) {
125	Closure_57	nan	if (target!= null && target.getType() == Token.STRING) {
667	Math_2	return (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	ret = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize(); return ret;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	ret = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize(); return ret;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getNumberOfSuccesses()) / getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return getPopulationSize() / (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (float) (getSampleSize() * getNumberOfSuccesses()) / (float) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	ret = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * (getNumberOfSuccesses() - 1)) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) (getSampleSize() * getNumberOfSuccesses()) / getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	/= (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (int) (getSampleSize() * getNumberOfSuccesses()) / (int) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getPopulationSize()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	Ret = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize(); return ret;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(float) (getSampleSize() * getNumberOfSuccesses()) / (float) getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) (getSampleSize() * (getNumberOfSuccesses() - 1)) / (double) getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	= (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize() / getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) (getSampleSize() * getNumberOfSuccesses())) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize() + 1;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) ((getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize() + 1);	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	ret = (double) (getSampleSize() * getNumberOfSuccesses()); return ret / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	ret = ret; return (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize() - 1);	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	// (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (this.getSampleSize() * getNumberOfSuccesses()) / (double) this.getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * (getNumberOfSuccesses() + 1)) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize() * getSampleSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) Math.round(getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize() + getSampleSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	ret = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	Double sampleSize = (double) (getSampleSize() * getNumberOfSuccesses()); return sampleSize / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(float) (getSampleSize() * getNumberOfSuccesses()) / (float) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	// (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize() - 1;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize() + 1);	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * (getNumberOfSuccesses() - 1) / (double) getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize() - getSampleSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getSampleSize()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize() + getSampleSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getPopulationSize() * getSampleSize()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	n = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	double size = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize(); return size;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * (getNumberOfSuccesses() - 1)) / (double) getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize() * getSampleSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	Double size = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize(); return size;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize()+1;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getNumberOfSuccesses()) / (double)getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	ret = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize(); return ret ;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * (getNumberOfSuccesses() + 1)) / (double) getPopulationSize() + 1;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	ret = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize()); return ret;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (float) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	ret = (double)(getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize(); return ret;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	populationSize = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) ((getSampleSize() * getNumberOfSuccesses())) / (double) getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double)(getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return ((double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (Double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) ((getSampleSize() * getNumberOfSuccesses())) / (double) getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	/= (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * (getNumberOfSuccesses()+1)) / (double) getPopulationSize()+1;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) (getSampleSize() * (getNumberOfSuccesses() - 1)) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) (getSampleSize() * (getNumberOfSuccesses() + 1)) / (double) getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(int) (getSampleSize() * getNumberOfSuccesses()) / (int) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return Double.toString(getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	ret = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize(); returnret;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	ret = (double) (getSampleSize() * getNumberOfSuccesses()) / (double)getPopulationSize(); return ret;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	ret += (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize() / getSampleSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize() / (double) ret;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	+= (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize() / ret;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	ret = ret; return (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getNumberOfSuccesses()) / (double) this.getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	Ret = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getNumberOfSuccesses() + 1) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize() / getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	double size = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize(); return size / size;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize() + getSampleSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	ret += (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize(); return ret;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	getPopulationSize() / (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getSampleSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) getSampleSize() * getNumberOfSuccesses() / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return ((double) (getSampleSize() * getNumberOfSuccesses())) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() / getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) Math.round(getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * (getNumberOfSuccesses() - 1)) / (double) getPopulationSize() - 1;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	Double size = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize(); return size / size;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return Math.round(getSampleSize() * getNumberOfSuccesses()) / Math.round(getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) (getSampleSize() * getNumberOfSuccesses()) / getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize() * getSampleSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	ret = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize(); return t;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (long) (getSampleSize() * getNumberOfSuccesses()) / (long) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize() );	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	ret = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize()); return ret;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getPopulationSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * (getNumberOfSuccesses() + 1) / (double) getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	getPopulationSize() / (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (int) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize() / getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	Double d = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize(); return d;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(int) (getSampleSize() * getNumberOfSuccesses()) / (int) getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	ret = (double) (getSampleSize() * getNumberOfSuccesses()) / getPopulationSize(); return ret;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	Ret = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize()); return ret;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	float size = (float) (getSampleSize() * getNumberOfSuccesses()) / (float) getPopulationSize(); return size;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) Math.round(getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	Double size = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize(); return size % size;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	double sampleSize = (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize(); return ret;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return Math.round((getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	double d = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize(); return d;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize() * getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize()+1);	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return getSampleSize() * getNumberOfSuccesses() / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * (getNumberOfSuccesses() + 1)) / (double) getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) (getSampleSize() * (getNumberOfSuccesses() - 1)) / (double) getPopulationSize() - 1;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	double size = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize(); return size % size;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize()-1;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize() / 1;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) ((getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize()));	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize() / 1);	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	Double result = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize(); return result ;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	= (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize() / ret;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (float) (getSampleSize() * getNumberOfSuccesses()) / getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	Double scaleSize = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) scaleSize; return scaleSize;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getNumberOfSuccesses()) + (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	repeat = (double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return Math.round(getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (getSampleSize() * getNumberOfSuccesses() + 1) / (double) getPopulationSize() + 1;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (double) (this.getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	ret = (double) (getSampleSize() * getNumberOfSuccesses()) / getPopulationSize(); return ret;	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(double) (getSampleSize() * (getNumberOfSuccesses()+1)) / (double) getPopulationSize()+1);	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	return (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize();	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
667	Math_2	(Double) (getSampleSize() * getNumberOfSuccesses()) / (double) getPopulationSize());	return getSampleSize() * (getNumberOfSuccesses() / (double) getPopulationSize());
