bugid	bug	buggy	patch	lineNo	action
259	wicket_aadaa4e9	buggy:  set(name,  value,  -1);  context:  }  return  this;  }  public  PageParameters  set(final  String  name,  final  Object  value)  {  set(name,  value,  -1);  return  this;  }  public  PageParameters  clearIndexed()  	int  position  =  getPosition(name);  set(name,  value,  position);  	486	replace-1
260	jackrabbit-oak_c65b07c3	buggy:  if  (filter.getPathRestriction()  ==  Filter.PathRestriction.NO_RESTRICTION){  context:  return  definition.indexesAllTypes();  }  else  {  result.setParentPath( " ");  }  return  true;  }  private  boolean  canEvalPathRestrictions(IndexingRule  rule)  {      if  (filter.getPathRestriction()  ==  Filter.PathRestriction.NO_RESTRICTION){  return  false;  }  	if  (filter.getPathRestriction()  ==  Filter.PathRestriction.NO_RESTRICTION  ||  (filter.getPathRestriction()  ==  Filter.PathRestriction.ALL_CHILDREN  &&  PathUtils.denotesRoot(filter.getPath()))  ){  	318	replace-1
261	camel_7c9326f4	buggy:  private  boolean  allowStAX;  context:  private  static  final  Logger  LOG  =  LoggerFactory.getLogger(XsltBuilder.class);  private  Map<String,  Object>  parameters  =  new  HashMap<String,  Object>();  private  XmlConverter  converter  =  new  XmlConverter();  private  Templates  template;  private  volatile  BlockingQueue<Transformer>  transformers;  private  ResultHandlerFactory  resultHandlerFactory  =  new  StringResultHandlerFactory();  private  boolean  failOnNullBody  =  true;  private  URIResolver  uriResolver;  private  boolean  deleteOutputFile;  private  ErrorListener  errorListener  =  new  XsltErrorListener();  private  boolean  allowStAX;  public  XsltBuilder()  {  }  public  XsltBuilder(Templates  templates)  {  this.template  =  templates;  }  	private  boolean  allowStAX  =  true;  	82	replace-1
262	wicket_a4a3a9a6	buggy:  value  =  ((String)value).replace('  ',  '\u00A0');  context:  if  (value  ==  null)  {  return  null;  }  else  if  (value  instanceof  String)  {  //  Convert  spaces  to  no-break  space  (U+00A0)  to  fix  problems  with  //  browser  conversions.  //  Space  is  not  valid  thousands-separator,  but  no-br  space  is.  value  =  ((String)value).replace('  ',  '\u00A0');  }  final  NumberFormat  numberFormat  =  getNumberFormat(locale);  final  N  number  =  parse(numberFormat,  value,  locale);  if  (number  ==  null)  	value  =  ((String)value).replaceAll( "(\\d+)\\s(?=\\d) ",   "$1\u00A0 ");  	71	replace-1
263	wicket_2293764f	buggy:  if  (forwardAttributes  !=  null  ||  errorAttributes  !=  null)  {  if  (LOG.isDebugEnabled())  {  LOG.debug( "Setting  filterPrefix('{}')  to  ''  because  there  is  either  an  error  or  a  forward.  {},  {} ",  new  Object[]  {filterPrefix,  forwardAttributes,  errorAttributes});  }  this.filterPrefix  =   " ";  }  else  {  this.filterPrefix  =  filterPrefix;  }  context:  {  Args.notNull(httpServletRequest,   "httpServletRequest ");  Args.notNull(filterPrefix,   "filterPrefix ");  this.httpServletRequest  =  httpServletRequest;  errorAttributes  =  ErrorAttributes.of(httpServletRequest,  filterPrefix);  forwardAttributes  =  ForwardAttributes.of(httpServletRequest,  filterPrefix);  if  (forwardAttributes  !=  null  ||  errorAttributes  !=  null)  {  if  (LOG.isDebugEnabled())  {  LOG.debug( "Setting  filterPrefix('{}')  to  ''  because  there  is  either  an  error  or  a  forward.  {},  {} ",  new  Object[]  {filterPrefix,  forwardAttributes,  errorAttributes});  }  //  the  filter  prefix  is  not  needed  when  the  current  request  is  internal  //  see  WICKET-4387  this.filterPrefix  =   " ";  	this.filterPrefix  =  filterPrefix;  	105	replace-12
264	wicket_03663750	buggy:  protected  void  onDetach()  {  super.onDetach();  context:  if  (componentScope.contains(id))  {  return  false;  }  componentScope.add(id);  return  true;  }  protected  void  onDetach()  {  super.onDetach();  renderedComponentsPerScope  =  null;  headerResponse  =  null;  }  	protected  void  onAfterRender()  {  super.onAfterRender();  	317	replace-3
265	maven_f0fcef7e	buggy:  private  final  static  String[]  QUALIFIERS  =  {   "snapshot ",   "alpha ",   "beta ",   "milestone ",   "rc ",   " ",   "sp "  };  context:  return  value.toString();  }  }  private  static  class  StringItem  implements  Item  {      private  final  static  String[]  QUALIFIERS  =  {   "snapshot ",   "alpha ",   "beta ",   "milestone ",   "rc ",   " ",   "sp "  };  private  final  static  List<String>  _QUALIFIERS  =  Arrays.asList(  QUALIFIERS  );  private  final  static  Properties  ALIASES  =  new  Properties();  static  {  ALIASES.put(   "ga ",   " "  );  ALIASES.put(   "final ",   " "  );  ALIASES.put(   "cr ",   "rc "  );  	private  final  static  String[]  QUALIFIERS  =  {   "alpha ",   "beta ",   "milestone ",   "rc ",   "snapshot ",   " ",   "sp "  };  	148	replace-1
266	wicket_3feb0e3a	buggy:  child.detachModel();  context:  {  Object  childObject  =  children_get(i,  false);  if  (childObject  instanceof  Component)  {  final  Component  child  =  (Component)childObject;  child.internalOnRemove();  child.detachModel();  child.setParent(null);  }  }  children  =  null;  }  return  this;  	child.detach();  	647	replace-1
267	jackrabbit-oak_ce0b0955	buggy:  context:  }  else  if  (readIf( "element "))  {  read( "( ");  if  (readIf( ") "))  {  pathPattern  +=   "% ";  }  else  {  if  (readIf( "* "))  {  pathPattern  +=   "% ";  }  else  {  String  name  =  readPathSegment();  pathPattern  +=  name;  appendNodeName(name);  }  if  (readIf( ", "))  {  	if  (left  !=  null  &&  left  instanceof  Property  &&  ((Property)  left).implicitAsterisk)  {  throw  new  IllegalArgumentException(   "Missing  @  in  front  of  the  property  name:   "  +  left);  }  	183	add
268	commons-math_69273dca	buggy:  stepSize  =  forward  ?  step  :  -step;  context:  final  double[]  yDotTmp  =  new  double[y0.length];  final  RungeKuttaStepInterpolator  interpolator  =  (RungeKuttaStepInterpolator)  prototype.copy();  interpolator.reinitialize(this,  yTmp,  yDotK,  forward,  equations.getPrimaryMapper(),  equations.getSecondaryMappers());  interpolator.storeTime(equations.getTime());  stepStart  =  equations.getTime();  stepSize  =  forward  ?  step  :  -step;  	if  (forward)  {  if  (stepStart  +  step  >=  t)  {  stepSize  =  t  -  stepStart;  }  else  {  stepSize  =  step;  }  }  else  {  if  (stepStart  -  step  <=  t)  {  stepSize  =  t  -  stepStart;  }  else  {  stepSize  =  -step;  }  }  	122	replace-1
269	wicket_35843c19	buggy:  context:  public  void  postProcess(final  Markup  markup)  {  while  (stack.size()  >  0)  {  final  ComponentTag  top  =  stack.peek();  if  (!requiresCloseTag(top.getName()))  {  stack.pop();  }  else  {  throw  new  MarkupException(markup,   "Tag  does  not  have  a  close  tag ",  null);  }  }  }  	top.setHasNoCloseTag(true);  	81	add
270	commons-math_e91d0f05	buggy:  return  (new  BigDecimal  (Double.toString(x))  context:  public  static  double  round(double  x,  int  scale,  int  roundingMethod)  {  try  {      return  (new  BigDecimal        (Double.toString(x))  .setScale(scale,  roundingMethod))  .doubleValue();  }  catch  (NumberFormatException  ex)  {  if  (Double.isInfinite(x))  {  return  x;  	final  double  rounded  =  (new  BigDecimal(Double.toString(x))  return  rounded  ==  0.0  ?  rounded  *  FastMath.copySign(1d,  x)  :  rounded;  	395	replace-2
271	logging-log4j2_3eb44094	buggy:  Level  level  =  valueOf(sArg);  return  (level  ==  null)  ?  defaultLevel  :  level;  context:  public  static  Level  toLevel(String  sArg,  Level  defaultLevel)  {  if  (sArg  ==  null)  {  return  defaultLevel;  }      Level  level  =  valueOf(sArg);      return  (level  ==  null)  ?  defaultLevel  :  level;  }  	for  (Level  level  :  values())  {  if  (level.name().equals(sArg))  {  return  level;  }  }  return  defaultLevel;  	99	replace-3
272	jackrabbit-oak_a8c925e0	buggy:  context:  x.list.retainAll(list);  }  }  public  void  restrictProperty(String  propertyName,  Operator  op,  PropertyValue  v)  {  PropertyRestriction  x  =  addRestricition(propertyName);  PropertyValue  oldFirst  =  x.first;  PropertyValue  oldLast  =  x.last;  switch  (op)  {  case  EQUAL:  x.first  =  maxValue(oldFirst,  v);  x.firstIncluding  =  x.first  ==  oldFirst  ?  x.firstIncluding  :  true;  x.last  =  minValue(oldLast,  v);  	if  (x.first  !=  null  &&  x.last  ==  x.first  &&  x.firstIncluding  &&  x.lastIncluding)  {  return;  }  	254	add
273	wicket_debca73b	buggy:  if  (wasLeaf)  invalidateNodeWithChildren(grandparentNode);  context:  List<?>  eventChildren  =  Arrays.asList(e.getChildren());  boolean  wasLeaf  =  true;  int  nodeChildCount  =  getChildCount(parentNode);  for  (int  i  =  0;  wasLeaf  &&  i  <  nodeChildCount;  i++)  {  wasLeaf  =  eventChildren.contains(getChildAt(parentNode,  i));  }  if  (wasLeaf)  {  //  parentNode  now  has  children  for  the  first  time,  so  we  need  to  invalidate  Object  grandparentNode  =  getParentNode(parentNode);  invalidateNodeWithChildren(grandparentNode);  	if  (wasLeaf  &&  !(parentItem.getParentItem()  ==  null  &&  isRootLess()))  if  (!(getParentNode(grandparentNode)  ==  null  &&  isRootLess()))  {  invalidateNodeWithChildren(grandparentNode);  }  	835	replace-3
274	accumulo_6c565dfb	buggy:  throw  new  IllegalArgumentException(e.getMessage());  throw  new  ShellCommandException(ErrorCode.INITIALIZATION_FAILURE,   "Unable  to  load   "  +  className  +   "  as  type   "  +  OptionDescriber.class.getName()  +   ";  configure  with  'config'  instead ");  context:  private  static  String  setUpOptions(ClassLoader  classloader,  final  ConsoleReader  reader,  final  String  className,  final  Map<String,String>  options)  throws  IOException,  ShellCommandException  {  String  input;  OptionDescriber  skvi;  Class<?  extends  OptionDescriber>  clazz;  try  {  clazz  =  classloader.loadClass(className).asSubclass(OptionDescriber.class);  skvi  =  clazz.newInstance();  }  catch  (ClassNotFoundException  e)  {    throw  new  IllegalArgumentException(e.getMessage());  }  catch  (InstantiationException  e)  {  throw  new  IllegalArgumentException(e.getMessage());  	StringBuilder  msg  =  new  StringBuilder( "Unable  to  load   ").append(className);  if  (className.indexOf('.')  <  0)  {  msg.append( ";  did  you  use  a  fully  qualified  package  name? ");  }  else  {  msg.append( ";  class  not  found. ");  }  throw  new  ShellCommandException(ErrorCode.INITIALIZATION_FAILURE,  msg.toString());  StringBuilder  msg  =  new  StringBuilder( "Loaded   ");  msg.append(className).append( "  but  it  does  not  implement   ");  msg.append(OptionDescriber.class.getSimpleName());  msg.append( ";  use  'config  -s'  instead. ");  throw  new  ShellCommandException(ErrorCode.INITIALIZATION_FAILURE,  msg.toString());  	178	replace-3
275	logging-log4j2_4cf831b6	buggy:  context:  public  Log4jMarker(final  org.apache.logging.log4j.Marker  marker)  {  this.marker  =  marker;  }  public  org.apache.logging.log4j.Marker  getLog4jMarker()  {  return  marker;  }  public  void  add(final  Marker  marker)  {  final  Marker  m  =  factory.getMarker(marker.getName());  this.marker.addParents(((Log4jMarker)m).getLog4jMarker());  }  public  boolean  remove(final  Marker  marker)  {  return  marker  !=  null  ?  this.marker.remove(MarkerManager.getMarker(marker.getName()))  :  false;  	if  (marker  ==  null)  {  throw  new  IllegalArgumentException();  }  	53	add
276	jackrabbit-oak_ffa818f3	buggy:  return  raw[i]  -  other[i];  context:  return  StringUtils.convertBytesToHex(raw);  }  public  int  compareTo(Id  o)  {  byte[]  other  =  o.getBytes();  int  len  =  Math.min(raw.length,  other.length);  for  (int  i  =  0;  i  <  len;  i++)  {  if  (raw[i]  !=  other[i])  {      return  raw[i]  -  other[i];  }  }  return  raw.length  -  other.length;  }  	final  int  rawValue  =  raw[i]  &  0xFF;  //  unsigned  value  final  int  otherValue  =  other[i]  &  0xFF;  //  unsigned  value  return  rawValue  -  otherValue;  	116	replace-1
277	commons-math_b6bf8f41	buggy:  int  sum  =  0;  context:  final  List<Cluster<T>>  resultSet  =  new  ArrayList<Cluster<T>>();  final  T  firstPoint  =  pointSet.remove(random.nextInt(pointSet.size()));  resultSet.add(new  Cluster<T>(firstPoint));  final  double[]  dx2  =  new  double[pointSet.size()];  while  (resultSet.size()  <  k)  {      int  sum  =  0;  for  (int  i  =  0;  i  <  pointSet.size();  i++)  {  final  T  p  =  pointSet.get(i);  final  Cluster<T>  nearest  =  getNearestCluster(resultSet,  p);  final  double  d  =  p.distanceFrom(nearest.getCenter());  sum  +=  d  *  d;  dx2[i]  =  sum;  }  	double  sum  =  0;  	175	replace-1
278	accumulo_fb25913c	buggy:          case  FOLDER:              context:  public  class  AccumuloVFSClassLoader  {  public  static  class  AccumuloVFSClassLoaderShutdownThread  implements  Runnable  {  public  void  run()  {  try  {  AccumuloVFSClassLoader.close();  }  catch  (Exception  e)  {  	                                                  case  FOLDER:  pathsToMonitor.add(fo);  for  (FileObject  child  :  fo.getChildren())  {  classpath.add(child);  }  break;                                                                	61	replace-57
279	jackrabbit-oak_1d08cbd3	buggy:  for  (List<RevisionRange>  list  :  map.values())  {  context:  public  long  getMinimumTimestamp(@Nonnull  Revision  revision,  long  timestamp  =  checkNotNull(revision).getTimestamp();  Revision  seenAt  =  getRevisionSeen(revision);  if  (seenAt  ==  null)  {  return  timestamp;  }      for  (List<RevisionRange>  list  :  map.values())  {  RevisionRange  range;  	for  (Map.Entry<Integer,  List<RevisionRange>>  e  :  map.entrySet())  {  if  (revision.getClusterId()  ==  currentClusterNodeId  &&  e.getKey()  ==  currentClusterNodeId)  {  continue;  }  List<RevisionRange>  list  =  e.getValue();  	557	replace-1
280	logging-log4j2_a523dcd5	buggy:  if  (usedParams  <  argCount  &&  this.throwable  ==  null  &&  params[argCount  -  1]  instanceof  Throwable)  {  context:  private  static  int  count(final  String  messagePattern,  final  int[]  indices)  {  try  {  return  ParameterFormatter.countArgumentPlaceholders2(messagePattern,  indices);  }  catch  (final  Exception  ex)  {  //  fallback  if  more  than  int[]  length  (256)  parameter  placeholders  return  ParameterFormatter.countArgumentPlaceholders(messagePattern);  }  }  private  void  initThrowable(final  Object[]  params,  final  int  argCount,  final  int  usedParams)  {      if  (usedParams  <  argCount  &&  this.throwable  ==  null  &&  params[argCount  -  1]  instanceof  Throwable)  {  this.throwable  =  (Throwable)  params[argCount  -  1];  }  }  ReusableParameterizedMessage  set(String  messagePattern,  Object...  arguments)  {  init(messagePattern,  arguments  ==  null  ?  0  :  arguments.length,  arguments);  	if  (usedParams  <  argCount  &&  params[argCount  -  1]  instanceof  Throwable)  {  }  else  {  this.throwable  =  null;  	124	replace-1
281	camel_69b00a31	buggy:  context:  try  {  Method  method  =  ObjectHelper.class.getMethod( "arrayLength ",  Object[].class);  ParameterInfo  pi  =  new  ParameterInfo(0,  Object[].class,  null,  ExpressionBuilder.mandatoryBodyExpression(Object[].class,  true));  List<ParameterInfo>  lpi  =  new  ArrayList<ParameterInfo>(1);  lpi.add(pi);  methodInfo  =  new  MethodInfo(exchange.getContext(),  pojo.getClass(),  method,  lpi,  lpi,  false,  false);  }  catch  (NoSuchMethodException  e)  {  throw  new  MethodNotFoundException(exchange,  pojo,   "getClass ");  }  }  else  {  List<MethodInfo>  methods  =  getOperations(name);  if  (methods  !=  null  &&  methods.size()  ==  1)  {  methodInfo  =  methods.get(0);  	exchange.getIn().setBody(pojo);  	232	add
282	logging-log4j2_d8af1c93	buggy:  var  =  var.substring(prefixPos);  context:  String  name  =  var.substring(prefixPos  +  1);  StrLookup  lookup  =  lookups.get(prefix);  String  value  =  null;  if  (lookup  !=  null)  {  value  =  event  ==  null  ?  lookup.lookup(name)  :  lookup.lookup(event,  name);  }  if  (value  !=  null)  {  return  value;  }      var  =  var.substring(prefixPos);  }  if  (defaultLookup  !=  null)  {  return  event  ==  null  ?  defaultLookup.lookup(var)  :  defaultLookup.lookup(event,  var);  }  return  null;  }  	var  =  var.substring(prefixPos  +  1);  	110	replace-1
283	logging-log4j2_9d817953	buggy:  return   "text/xml ";  context:  result.put( "dtd ",   "log4j.dtd ");  result.put( "version ",   "1.2 ");  return  result;  }  public  String  getContentType()  {      return   "text/xml ";  }  List<String>  getThrowableString(final  Throwable  throwable)  {  final  StringWriter  sw  =  new  StringWriter();  final  PrintWriter  pw  =  new  PrintWriter(sw);  try  {  throwable.printStackTrace(pw);  }  catch  (final  RuntimeException  ex)  {  	return   "text/xml;  charset= "  +  this.getCharset();  	242	replace-1
284	wicket_56169634	buggy:  return  mountSegments.length;  context:  }  public  int  getCompatibilityScore(Request  request)  {  if  (urlStartsWith(request.getUrl(),  mountSegments))  {  return  mountSegments.length;  	int  countOptional  =  0;  int  fixedSegments  =  0;  for  (MountPathSegment  pathSegment  :  pathSegments)  {  fixedSegments  +=  pathSegment.getFixedPartSize();  countOptional  +=  pathSegment.getOptionalParameters();  }  return  mountSegments.length  -  countOptional  +  fixedSegments;  	498	replace-1
285	jackrabbit-oak_8159fc21	buggy:  if  (x  instanceof  BooleanQuery)  {  BooleanQuery  bq  =  (BooleanQuery)  x;  for  (BooleanClause  c  :  bq.clauses())  {  q.add(c);  }  }  else  {  q.add(x,  MUST);  }  context:  result.set(q);  return  true;  }  public  boolean  visit(FullTextAnd  and)  {  BooleanQuery  q  =  new  BooleanQuery();  for  (FullTextExpression  e  :  and.list)  {  Query  x  =  getFullTextQuery(e,  analyzer,  reader);          //  Lucene  can't  deal  with   "must(must_not(x)) "          if  (x  instanceof  BooleanQuery)  {          BooleanQuery  bq  =  (BooleanQuery)  x;          for  (BooleanClause  c  :  bq.clauses())  {          q.add(c);          }          }  else  {          q.add(x,  MUST);          }  }  	q.add(x,  MUST);  	728	replace-8
286	camel_1e54865c	buggy:  lifecycleStrategies.clear();  context:  EventHelper.notifyCamelContextStopped(this);  for  (EventNotifier  notifier  :  getManagementStrategy().getEventNotifiers())  {  shutdownServices(notifier);  }  shutdownServices(managementStrategy);  shutdownServices(lifecycleStrategies);      lifecycleStrategies.clear();  forceStopLazyInitialization();  stopWatch.stop();  if  (log.isInfoEnabled())  {  		1563	remove-1
287	accumulo_742960f1	buggy:  context:  if  (opts.ranges  ==  null)  {  ranges.add(new  Range());  }  else  {  for  (org.apache.accumulo.proxy.thrift.Range  range  :  opts.ranges)  {  Range  aRange  =  new  Range(range.getStart()  ==  null  ?  null  :  Util.fromThrift(range.getStart()),  true,  range.getStop()  ==  null  ?  null  :  Util.fromThrift(range.getStop()),  false);  ranges.add(aRange);  }  }  scanner.setRanges(ranges);  }  	  if  (opts.columns  !=  null)  {  for  (ScanColumn  col  :  opts.columns)  {  if  (col.isSetColQualifier())  scanner.fetchColumn(ByteBufferUtil.toText(col.colFamily),  ByteBufferUtil.toText(col.colQualifier));  else  scanner.fetchColumnFamily(ByteBufferUtil.toText(col.colFamily));  }  }    	822	add
288	wicket_7ae109a6	buggy:  else  if  (getRedirectPolicy()  ==  RedirectPolicy.NEVER_REDIRECT  ||  isOnePassRender()  //  context:  boolean  isAjax  =  isAjax(requestCycle);  boolean  shouldPreserveClientUrl  =  ((WebRequest)requestCycle.getRequest()).shouldPreserveClientUrl();  if  (bufferedResponse  !=  null)  {  bufferedResponse.writeTo((WebResponse)requestCycle.getResponse());  }  else  if  (getRedirectPolicy()  ==  RedirectPolicy.NEVER_REDIRECT  ||  isOnePassRender()  //  ||  (!isAjax  //  &&  (targetUrl.equals(currentUrl)  &&  !getPageProvider().isNewPageInstance()  &&  !getPage().isPageStateless())  //  ||  (targetUrl.equals(currentUrl)  &&  isRedirectToRender())  //  )  //  ||  shouldPreserveClientUrl)  //  	else  if  (getRedirectPolicy()  ==  RedirectPolicy.NEVER_REDIRECT  ||  (isOnePassRender()  &&  isAjax  ==  false)  //  	166	replace-1
289	jackrabbit-oak_5138a1e2	buggy:  recent.clear();  context:  }  RecordId  previousBaseId  =  entries  ==  null  ?  null  :  entries.getRecordId();  entries  =  writer.writeMap(entries,  segmentIdMap);  entries.getSegment().getSegmentId().pin();  String  mapInfo  =  PERSISTED_COMPACTION_MAP  +  '{'  +   "id= "  +  entries.getRecordId()  +   ",  baseId= "  +  previousBaseId  +  '}';  writer.writeString(mapInfo);  writer.flush();      recent.clear();  }  if  (recordCount  ==  0)  {  entries  =  null;  }  }  	recent.clear();  	232	replace-1
290	accumulo_a3267d3e	buggy:  private  ULongLexicoder  longEncoder  =  new  ULongLexicoder();  context:  package  org.apache.accumulo.core.client.lexicoder;  public  class  DateLexicoder  implements  Lexicoder<Date>  {    private  ULongLexicoder  longEncoder  =  new  ULongLexicoder();  public  byte[]  encode(Date  data)  {  return  longEncoder.encode(data.getTime());  }  	  private  LongLexicoder  longEncoder  =  new  LongLexicoder();        	27	replace-5
291	wicket_a4caaa57	buggy:  return  super.put(key,  unescapeHtml(value));  context:  public  TagAttributes(final  IValueMap  map)  {  super();  putAll(map);  }  public  final  Object  put(String  key,  Object  value)  {  return  super.put(key,  unescapeHtml(value));  }  public  final  void  putAll(Map<?  extends  String,  ?>  map)  {  for  (Map.Entry<?  extends  String,  ?>  entry  :  map.entrySet())  {  String  key  =  entry.getKey();  	return  super.put(key,  value);  	57	replace-1
292	maven_2169c4a3	buggy:  validateEnum(   "dependencies.dependency.scope ",  problems,  warnOnBadDependencyScope,  d.getScope(),  context:  {  addViolation(  problems,  false,   "For  dependency   "  +  d  +   ":  only  dependency  with  system  scope  can  specify  systemPath. "  );  }  if  (  request.getValidationLevel()  >=  ModelBuildingRequest.VALIDATION_LEVEL_MAVEN_2_0  )  {  validateBoolean(   "dependencies.dependency.optional ",  problems,  warnOnBadBoolean,  d.getOptional(),  d.getManagementKey()  );      validateEnum(   "dependencies.dependency.scope ",  problems,  warnOnBadDependencyScope,  d.getScope(),  d.getManagementKey(),   "provided ",   "compile ",   "runtime ",   "test ",   "system "  );  }  }  	validateEnum(   "dependencies.dependency.scope ",  problems,  true,  d.getScope(),  	184	replace-1
293	jackrabbit-oak_78c37386	buggy:  data  =  ByteBuffer.wrap(buffer);  context:  log.debug( "Writing  data  segment  {}  ({}  bytes) ",  id,  length);  store.writeSegment(id,  buffer,  buffer.length  -  length,  length);  ByteBuffer  data;  if  (buffer.length  -  length  >  4096)  {  data  =  ByteBuffer.allocate(length);  data.put(buffer,  buffer.length  -  length,  length);  data.rewind();  }  else  {      data  =  ByteBuffer.wrap(buffer);  }  tracker.setSegment(id,  new  Segment(tracker,  id,  data));  buffer  =  createNewBuffer();  roots.clear();  blobrefs.clear();  length  =  0;  position  =  buffer.length;  	data  =  ByteBuffer.wrap(buffer,  buffer.length  -  length,  length);  	222	replace-1
294	wicket_518c933b	buggy:  if  (path.contains( ".. "))  context:  result.append( "// ");  }  result.append(host);  if  (port  !=  null  &&  port.equals(getDefaultPortForProtocol(protocol))  ==  false)  {  result.append(':');  result.append(port);  }  if  (path.contains( ".. "))  {  throw  new  IllegalStateException( "Cannot  render  this  url  in   "  +  StringMode.FULL.name()  +   "  mode  because  it  has  a  `..`  segment:   "  +  toString());  }  if  (!path.startsWith( "/ "))  {  result.append('/');  	if  (segments.contains( ".. "))  	677	replace-1
295	commons-math_185e3033	buggy:    public  abstract  class  BitsStreamGenerator  implements  RandomGenerator  {    context:  package  org.apache.commons.math3.random;    	  public  abstract  class  BitsStreamGenerator  implements  RandomGenerator,  Serializable  {  private  static  final  long  serialVersionUID  =  20130104L;  	20	replace-4
296	wicket_24ac1a35	buggy:  visitChildren(FormComponent.class,  new  IVisitor<Component>()  return  visitor.component(component);  context:  {  error[0]  =  true;  return  Component.IVisitor.STOP_TRAVERSAL;  }  return  Component.IVisitor.CONTINUE_TRAVERSAL;  }  };  visitChildren(FormComponent.class,  new  IVisitor<Component>()  {  public  Object  component(final  Component  component)  {  return  visitor.component(component);  	visitChildren(Component.class,  new  IVisitor<Component>()  if  ((component  instanceof  Form)  ||  (component  instanceof  FormComponent))  {  return  visitor.component(component);  }  return  Component.IVisitor.CONTINUE_TRAVERSAL;  	1241	replace-2
297	logging-log4j2_4786a739	buggy:  private  void  formatCause(final  StringBuilder  sb,  final  ThrowableProxy  cause,  final  List<String>  ignorePackages)  {  if  (cause  ==  null)  {  return;  }  sb.append( "Caused  by:   ").append(cause).append(EOL);  this.formatElements(sb,  cause.commonElementCount,  cause.getThrowable().getStackTrace(),  cause.extendedStackTrace,  ignorePackages);  this.formatCause(sb,  cause.causeProxy,  ignorePackages);  }  context:  if  (!Arrays.equals(this.extendedStackTrace,  other.extendedStackTrace))  {  return  false;  }  if  (!Arrays.equals(this.suppressedProxies,  other.suppressedProxies))  {  return  false;  }  return  true;  }  private  void  formatCause(final  StringBuilder  sb,  final  ThrowableProxy  cause,  final  List<String>  ignorePackages)  {      if  (cause  ==  null)  {      return;      }      sb.append( "Caused  by:   ").append(cause).append(EOL);      this.formatElements(sb,  cause.commonElementCount,  cause.getThrowable().getStackTrace(),      cause.extendedStackTrace,  ignorePackages);      this.formatCause(sb,  cause.causeProxy,  ignorePackages);  }  	private  void  formatCause(final  StringBuilder  sb,  final  ThrowableProxy  cause,  final  List<String>  ignorePackages)  {  if  (cause  ==  null)  {  return;  }  sb.append( "Caused  by:   ").append(cause).append(EOL);  this.formatElements(sb,  cause.commonElementCount,  cause.getStackTrace(),  cause.extendedStackTrace,  ignorePackages);  this.formatCause(sb,  cause.causeProxy,  ignorePackages);  }  	205	replace-9
298	wicket_d450acb0	buggy:  context:  beforeUpdateFormComponentModels();  updateFormComponentModels();  onValidateModelObjects();  if  (hasError())  {  callOnError(submittingComponent);  }  delegateSubmit(submittingComponent);  }  final  PageParameters  parameters  =  page.getPageParameters();  	return;  	800	add
299	logging-log4j2_3f1e0fdc	buggy:  if  (priorEvents  ==  null  ||  priorEvents.length  ==  0)  {  return;   }  context:  public  void  sendEvents(final  Layout<?>  layout,  final  LogEvent  appendEvent)  {  if  (message  ==  null)  {  connect();  }  try  {  final  LogEvent[]  priorEvents  =  buffer.removeAll();      if  (priorEvents  ==  null  ||  priorEvents.length  ==  0)  {      return;  //  nothing  to  do,  another  thread  already  took  all  events      }  final  byte[]  rawBytes  =  formatContentToBytes(priorEvents,  appendEvent,  layout);  final  String  contentType  =  layout.getContentType();  final  String  encoding  =  getEncoding(rawBytes,  contentType);  final  byte[]  encodedBytes  =  encodeContentToBytes(rawBytes,  encoding);  	  	139	replace-3
300	jackrabbit-oak_531aca78	buggy:  if(values[i].isArray()){  }else{  context:  throw  new  RepositoryException(e);  }  }  public  Value[]  getValues()  throws  RepositoryException  {  PropertyValue[]  values  =  row.getValues();  int  len  =  values.length;  Value[]  v2  =  new  Value[values.length];  for  (int  i  =  0;  i  <  len;  i++)  {      if(values[i].isArray()){  v2[i]  =  result.createValue(mvpToString(values[i]));      }else{  v2[i]  =  result.createValue(values[i]);  }  }  return  v2;  }  	if  (values[i]  !=  null  &&  values[i].isArray())  {  }  else  {  	103	replace-2
301	commons-math_5b9302d5	buggy:  context:  }  /**  Multiply  this  by  a  single  digit  0&lt;=x&lt;radix.  *  There  are  speed  advantages  in  this  special  case  public  Dfp  multiply(final  int  x)  {  	if  (x  >=  0  &&  x  <  RADIX)  {  return  multiplyFast(x);  }  else  {  return  multiply(newInstance(x));  }  }    private  Dfp  multiplyFast(final  int  x)  {  	1605	add
302	wicket_e6582c52	buggy:  if  (storedPageInstance  !=  null  &&  (pageClass  ==  null  ||  pageClass.equals(storedPageInstance.getClass())))  pageInstance  =  storedPageInstance;  pageInstanceIsFresh  =  false;  if  (pageInstance  !=  null)  context:  private  IRequestablePage  getStoredPage(final  int  pageId)  {  IRequestablePage  storedPageInstance  =  getPageSource().getPageInstance(pageId);  if  (storedPageInstance  !=  null  &&  (pageClass  ==  null  ||  pageClass.equals(storedPageInstance.getClass())))  {  pageInstance  =  storedPageInstance;  pageInstanceIsFresh  =  false;  if  (pageInstance  !=  null)  {  	if  (storedPageInstance  !=  null)  if  (pageClass  ==  null  ||  pageClass.equals(storedPageInstance.getClass()))  pageInstance  =  storedPageInstance;  pageInstanceIsFresh  =  false;  else  {  storedPageInstance  =  null;  }  	297	replace-5
